clusterId,sequences,userId,sessionNum,initialQuery
1,NewQuery+Click1-5,4316088,34,y-me race
1,NewQuery+Click1-5+Click6-10+Click1-5+Click1-5+Click6-10+Click11+,16348118,17,mmy
1,NewQuery,15219991,14,y
1,NewQuery+Click1-5,10744237,17,n
1,NewQuery+Click1-5,13140294,7,anewyou
1,NewQuery+Click1-5+NewQuery+Click1-5,13917989,7,yhtac
1,NewQuery+Click1-5+Click6-10+NextPage+Click11++NewQuery+RefinedQuery+Click1-5+NextPage+Click11++Click11++NewQuery+Click6-10+NextPage+Click11+,4540989,21,you
1,NewQuery+NewQuery+Click1-5,261439,15,y
1,NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+Click6-10,708770,22,im help
1,NewQuery+NextPage,2422000,12,y
1,NewQuery+Click1-5+Click1-5,2029039,76,q
1,NewQuery+Click1-5+RefinedQuery+Click1-5+Click1-5+NewQuery+Click1-5,10599168,13,im help
1,NewQuery,24153683,1,n game
1,NewQuery+NextPage+Click11++Click11+,3013930,16,yahcom
1,NewQuery+NewQuery,1694054,6,what
1,NewQuery+Click1-5,461925,14,im help
1,NewQuery+NewQuery+Click1-5,11491441,26,yes
1,NewQuery+RefinedQuery+Click6-10+NewQuery+Click1-5,8178729,19,good
1,NewQuery+RefinedQuery+NextPage,8506750,7,im help
1,NewQuery,5525233,33,im help
1,NewQuery+Click1-5,135796,31,y6
1,NewQuery+Click1-5+NewQuery+Click1-5+NewQuery+Click1-5+Click1-5+Click1-5,76917,16,y not n
clusterId,sequences,userId,sessionNum,initialQuery
1,NewQuery+Click1-5,13114575,28,banjo kazooie
1,NewQuery+Click1-5,3237890,3,hemorrhage
1,NewQuery+NewQuery+Click1-5+Click1-5,4110539,8,american idol
1,NewQuery+Click1-5+NewQuery+NewQuery+Click1-5+RefinedQuery+Click1-5+NewQuery+Click1-5+Click1-5,2307645,118,american idol
1,NewQuery+NextPage,910295,20,songs of american idol
1,NewQuery,130486,3,american idol
1,NewQuery+Click1-5,4555575,73,deal or no deal game show
1,NewQuery,2465036,85,american idol
1,NewQuery+Click1-5,5821779,10,amazing race
1,NewQuery+Click1-5+Click1-5+NewQuery+Click1-5+Click1-5+Click6-10,20985161,10,american idol
1,NewQuery+Click1-5+Click6-10+Click6-10,6738658,4,deal or no deal
1,NewQuery+Click1-5,5360066,29,american idol
1,NewQuery+Click1-5+NewQuery+Click1-5+NewQuery+Click1-5,22524605,21,survivor winner
1,NewQuery+Click1-5,267026,2,american idol
1,NewQuery,10013770,4,american idol
1,NewQuery+Click1-5+Click6-10+Click11++NextPage+Click11++NewQuery+Click1-5+Click1-5+Click1-5,20510553,10,american idol
1,NewQuery+NextPage+NewQuery+Click1-5,721640,1,american idol
1,NewQuery+Click1-5,5904147,10,american idol
1,NewQuery+Click1-5+Click6-10+Click1-5+Click1-5+Click6-10+Click11+,1283450,57,american idol
1,NewQuery,20958996,6,american idol
1,NewQuery+Click1-5,776053,2,talent show flier
1,NewQuery+Click1-5,18706650,4,american idol
1,NewQuery+Click1-5+NewQuery+Click1-5,55733,26,american idol
1,NewQuery+Click1-5+Click6-10+NextPage+Click11++NewQuery+RefinedQuery+Click1-5+NextPage+Click11++Click11++NewQuery+Click6-10+NextPage+Click11+,1263626,86,american idol
1,NewQuery+NewQuery+Click1-5,5002526,26,google
1,NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+Click6-10,6510418,22,american idol
1,NewQuery+NextPage,2790382,22,american idol
1,NewQuery+Click1-5+Click1-5,754026,60,american idol
1,NewQuery+Click1-5+RefinedQuery+Click1-5+Click1-5+NewQuery+Click1-5,6890752,31,american idol
1,NewQuery,3058144,9,deal or no deal
1,NewQuery+NextPage+Click11++Click11+,1827278,62,american idol spoiler
1,NewQuery+NewQuery,2307645,130,american idol
1,NewQuery+Click1-5,895888,41,american idol
1,NewQuery+NewQuery+Click1-5,15110974,2,american idol
1,NewQuery+RefinedQuery+Click6-10+NewQuery+Click1-5,5002526,10,veralex
1,NewQuery+RefinedQuery+NextPage,6657622,5,american idol
1,NewQuery,9807024,18,american idol
clusterId,sequences,userId,sessionNum,initialQuery
1,NewQuery+Click1-5,5294118,33,crossword of the day
1,NewQuery+Click1-5,5456526,13,l word
1,NewQuery+NewQuery+Click1-5+Click1-5,16964473,8,coreopsis
1,NewQuery+Click1-5+NewQuery+NewQuery+Click1-5+RefinedQuery+Click1-5+NewQuery+Click1-5+Click1-5,2067660,22,dictionary
1,NewQuery+NextPage,2560021,33,dictionary
1,NewQuery,23034935,1,dictonary
1,NewQuery+Click1-5,14450909,14,dictionary
1,NewQuery,14402097,17,scrabble-assoc com.
1,NewQuery+Click1-5,9421565,0,lingo
1,NewQuery+Click1-5+Click1-5+NewQuery+Click1-5+Click1-5+Click6-10,2560021,22,yahoo
1,NewQuery+Click1-5+Click6-10+Click6-10,1535234,3,what word
1,NewQuery+Click1-5,4043996,3,what does tempered mean
1,NewQuery+Click1-5+NewQuery+Click1-5+NewQuery+Click1-5,3625464,60,dictionary
1,NewQuery+Click1-5,2560021,99,dictionary
1,NewQuery,88520,182,dictionary
1,NewQuery+Click1-5+Click6-10+Click11++NextPage+Click11++NewQuery+Click1-5+Click1-5+Click1-5,88520,36,dictionary
1,NewQuery+NextPage+NewQuery+Click1-5,2560021,54,dictionary
1,NewQuery+Click1-5,4923424,164,quote dictionary
1,NewQuery+Click1-5+Click6-10+Click1-5+Click1-5+Click6-10+Click11+,5294118,91,crossword of the day
1,NewQuery,5296033,12,encyclopidia
1,NewQuery+Click1-5,7180255,11,dictionary
1,NewQuery+Click1-5,8257742,0,stored keyword
1,NewQuery+Click1-5+NewQuery+Click1-5,5294118,62,crossword of the day
1,NewQuery+Click1-5+Click6-10+NextPage+Click11++NewQuery+RefinedQuery+Click1-5+NextPage+Click11++Click11++NewQuery+Click6-10+NextPage+Click11+,393969,67,dictionary
1,NewQuery+NewQuery+Click1-5,11122021,44,bastard
1,NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+Click6-10,5103121,25,dictionary
1,NewQuery+NextPage,507790,107,dictionarey
1,NewQuery+Click1-5+Click1-5,88520,172,dictionary
1,NewQuery+Click1-5+RefinedQuery+Click1-5+Click1-5+NewQuery+Click1-5,1694930,45,dictionary
1,NewQuery,4085165,56,websters
1,NewQuery+NextPage+Click11++Click11+,5641454,34,homework help
1,NewQuery+NewQuery,2867750,7,thesaurus
1,NewQuery+Click1-5,16798626,9,micro soft words
1,NewQuery+NewQuery+Click1-5,4275992,17,dictionary
1,NewQuery+RefinedQuery+Click6-10+NewQuery+Click1-5,7317193,51,boekhouding klassen
1,NewQuery+RefinedQuery+NextPage,6736841,24,crosswords
1,NewQuery,2275538,61,flip words
clusterId,sequences,userId,sessionNum,initialQuery
1,NewQuery+Click1-5,5946508,19,video modes
1,NewQuery+Click1-5,20244954,0,billie carrington video
1,NewQuery+NewQuery+Click1-5+Click1-5,4718887,44,hollywood video
1,NewQuery+Click1-5+NewQuery+NewQuery+Click1-5+RefinedQuery+Click1-5+NewQuery+Click1-5+Click1-5,3182821,43,older moms videos free milf
1,NewQuery+NextPage,2418671,60,vidgals
1,NewQuery,5069201,5,workout videos
1,NewQuery+Click1-5,1279855,0,video
1,NewQuery,310068,25,youtube
1,NewQuery+Click1-5,3211237,9,vids
1,NewQuery+Click1-5+Click1-5+NewQuery+Click1-5+Click1-5+Click6-10,689796,23,sound
1,NewQuery+Click1-5+Click6-10+Click6-10,6735406,6,out in africa video
1,NewQuery+Click1-5,10171684,8,sound clips
1,NewQuery+Click1-5+NewQuery+Click1-5+NewQuery+Click1-5,4638673,18,driver down loud
1,NewQuery+Click1-5,4950777,18,deo
1,NewQuery,4148754,2,april fools waterbed prank video from germany
1,NewQuery+Click1-5+Click6-10+Click11++NextPage+Click11++NewQuery+Click1-5+Click1-5+Click1-5,1755165,36,hollywood video
1,NewQuery+NextPage+NewQuery+Click1-5,2696055,87,family video
1,NewQuery+Click1-5,5795679,83,google video
1,NewQuery+Click1-5+Click6-10+Click1-5+Click1-5+Click6-10+Click11+,1975864,11,girlfriendsfilms
1,NewQuery,3211237,2,vids
1,NewQuery+Click1-5,10769640,15,x-men 3 video trailer
1,NewQuery+Click1-5,15875462,0,videos of girls fighting
1,NewQuery+Click1-5+NewQuery+Click1-5,23089207,7,extreme video
1,NewQuery+Click1-5+Click6-10+NextPage+Click11++NewQuery+RefinedQuery+Click1-5+NextPage+Click11++Click11++NewQuery+Click6-10+NextPage+Click11+,9091475,12,music videos
1,NewQuery+NewQuery+Click1-5,16059865,0,videos
1,NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+Click6-10,1352262,142,tyoutube
1,NewQuery+NextPage,689796,19,sound
1,NewQuery+Click1-5+Click1-5,1369493,26,used videos
1,NewQuery+Click1-5+RefinedQuery+Click1-5+Click1-5+NewQuery+Click1-5,2418671,29,vidgals
1,NewQuery,6242778,2,suround sound
1,NewQuery+NextPage+Click11++Click11+,3105795,5,music vidio
1,NewQuery+NewQuery,6362952,7,free deepthroat movies
1,NewQuery+Click1-5,3416864,24,videos
1,NewQuery+NewQuery+Click1-5,2603853,4,stupid girl video
1,NewQuery+RefinedQuery+Click6-10+NewQuery+Click1-5,1438004,15,you tube
1,NewQuery+RefinedQuery+NextPage,6593774,11,babe of the day video
1,NewQuery,4577835,3,googlevideo
clusterId,sequences,userId,sessionNum,initialQuery
1,NewQuery+Click1-5,4732366,5,air conditioners
1,NewQuery+Click1-5,11994063,20,hvac model numbers
1,NewQuery+NewQuery+Click1-5+Click1-5,3992096,86,yahoomail
1,NewQuery+Click1-5+NewQuery+NewQuery+Click1-5+RefinedQuery+Click1-5+NewQuery+Click1-5+Click1-5,3422113,30,rectifire for leroy somer ac generator
1,NewQuery+NextPage,3404229,46,insurix
1,NewQuery,13716684,6,hvac installer jobs
1,NewQuery+Click1-5,8351846,15,energy
1,NewQuery,6763843,8,renewal by anderson
1,NewQuery+Click1-5,12611100,4,standard communications corp.
1,NewQuery+Click1-5+Click1-5+NewQuery+Click1-5+Click1-5+Click6-10,6695915,2,find citgo gas headquarters
1,NewQuery+Click1-5+Click6-10+Click6-10,883580,42,best kerosene heaters
1,NewQuery+Click1-5,4917108,98,company ellen tracy
1,NewQuery+Click1-5+NewQuery+Click1-5+NewQuery+Click1-5,3739218,4,centerpoint energy inc.
1,NewQuery+Click1-5,14210078,0,trade service corporation
1,NewQuery,4140785,83,gas company
1,NewQuery+Click1-5+Click6-10+Click11++NextPage+Click11++NewQuery+Click1-5+Click1-5+Click1-5,2993388,197,whirlpool refrigrators
1,NewQuery+NextPage+NewQuery+Click1-5,7360367,14,heat pumps
1,NewQuery+Click1-5,6461567,5,infiniti group
1,NewQuery+Click1-5+Click6-10+Click1-5+Click1-5+Click6-10+Click11+,193661,13,tampa electric company
1,NewQuery,24484537,27,portable air conditioner
1,NewQuery+Click1-5,14359650,10,air conditioner sleeves
1,NewQuery+Click1-5,3005281,5,us energy
1,NewQuery+Click1-5+NewQuery+Click1-5,8584543,60,sunbeam model a-1-a
1,NewQuery+Click1-5+Click6-10+NextPage+Click11++NewQuery+RefinedQuery+Click1-5+NextPage+Click11++Click11++NewQuery+Click6-10+NextPage+Click11+,5335250,6,110 air conditioner
1,NewQuery+NewQuery+Click1-5,3611263,41,company type
1,NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+Click6-10,7389239,149,electric wire
1,NewQuery+NextPage,5418480,7,consumers engery
1,NewQuery+Click1-5+Click1-5,12423492,11,columbia gas of ohio
1,NewQuery+Click1-5+RefinedQuery+Click1-5+Click1-5+NewQuery+Click1-5,1749389,8,gas gouging blogs
1,NewQuery,140782,4,sharper image
1,NewQuery+NextPage+Click11++Click11+,5186445,29,insulated wall panels
1,NewQuery+NewQuery,14666528,2,unimax supply co.
1,NewQuery+Click1-5,15399683,2,frigidaire
1,NewQuery+NewQuery+Click1-5,9843475,66,thouchstone engery
1,NewQuery+RefinedQuery+Click6-10+NewQuery+Click1-5,21869588,12,whirlpool microwave
1,NewQuery+RefinedQuery+NextPage,16037915,4,maxon corporation
clusterId,sequences,userId,sessionNum,initialQuery
1,NewQuery+Click1-5,400033,17,who is the captain of the ship guppy
1,NewQuery+Click1-5,96077,71,go
1,NewQuery+NewQuery+Click1-5+Click1-5,6820567,7,goo
1,NewQuery+Click1-5+NewQuery+NewQuery+Click1-5+RefinedQuery+Click1-5+NewQuery+Click1-5+Click1-5,717249,73,goaerty
1,NewQuery+NextPage,1343989,15,gogle
1,NewQuery,7254195,26,goofgle
1,NewQuery+Click1-5,8840485,2,go
1,NewQuery,2927816,34,goliad
1,NewQuery+Click1-5,4936152,6,googel
1,NewQuery+Click1-5+Click1-5+NewQuery+Click1-5+Click1-5+Click6-10,4633992,9,gogle
1,NewQuery+Click1-5+Click6-10+Click6-10,8381756,56,gowanda creit
1,NewQuery+Click1-5,15959008,6,nolls
1,NewQuery+Click1-5+NewQuery+Click1-5+NewQuery+Click1-5,5649557,2,googl
1,NewQuery+Click1-5,3393234,7,golgel
1,NewQuery,1827278,55,waning gibbous
1,NewQuery+Click1-5+Click6-10+Click11++NextPage+Click11++NewQuery+Click1-5+Click1-5+Click1-5,6706467,9,irl
1,NewQuery+NextPage+NewQuery+Click1-5,2067792,38,ggogle
1,NewQuery+Click1-5,2284865,31,googlr
1,NewQuery+Click1-5+Click6-10+Click1-5+Click1-5+Click6-10+Click11+,16559417,2,ggogle
1,NewQuery,7213990,28,gohoodshttp
1,NewQuery+Click1-5,1740882,15,go to
1,NewQuery+Click1-5,7456095,3,goggle
1,NewQuery+Click1-5+NewQuery+Click1-5,13339596,12,goog.e
1,NewQuery+Click1-5+Click6-10+NextPage+Click11++NewQuery+RefinedQuery+Click1-5+NextPage+Click11++Click11++NewQuery+Click6-10+NextPage+Click11+,4441089,3,goo
1,NewQuery+NewQuery+Click1-5,11088951,2,goo
1,NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+Click6-10,6096992,0,googe
1,NewQuery+NextPage,3036827,14,goolgle.cm
1,NewQuery+Click1-5+Click1-5,16026220,3,goo
1,NewQuery+Click1-5+RefinedQuery+Click1-5+Click1-5+NewQuery+Click1-5,403717,8,goo
1,NewQuery,7073692,12,googl
1,NewQuery+NextPage+Click11++Click11+,10215869,7,goggle
1,NewQuery+NewQuery,1865617,26,gorilamask
1,NewQuery+Click1-5,1290828,25,gorgious
1,NewQuery+NewQuery+Click1-5,14146744,10,goog
1,NewQuery+RefinedQuery+Click6-10+NewQuery+Click1-5,9384363,2,go
1,NewQuery+RefinedQuery+NextPage,22674350,0,gool
clusterId,sequences,userId,sessionNum,initialQuery
1,NewQuery+Click1-5,663937,50,hns
1,NewQuery+Click1-5,12957313,2,htt;
1,NewQuery+NewQuery+Click1-5+Click1-5,24107507,0,htt
1,NewQuery+Click1-5+NewQuery+NewQuery+Click1-5+RefinedQuery+Click1-5+NewQuery+Click1-5+Click1-5,4814766,2,myp
1,NewQuery+NextPage,6134256,18,hsn
1,NewQuery,15179405,30,nhti
1,NewQuery+Click1-5,8756656,8,ttp
1,NewQuery,3191419,57,dopl
1,NewQuery+Click1-5,5442146,1,hsn
1,NewQuery+Click1-5+Click1-5+NewQuery+Click1-5+Click1-5+Click6-10,2125354,23,hxxp
1,NewQuery+Click1-5+Click6-10+Click6-10,975975,112,xnxx
1,NewQuery+Click1-5,4227215,62,neop
1,NewQuery+Click1-5+NewQuery+Click1-5+NewQuery+Click1-5,358222,49,mvrhs
1,NewQuery+Click1-5,7063362,24,myp
1,NewQuery,1720322,68,freep
1,NewQuery+Click1-5+Click6-10+Click11++NextPage+Click11++NewQuery+Click1-5+Click1-5+Click1-5,19307085,2,ht
1,NewQuery+NextPage+NewQuery+Click1-5,7569013,49,hfstores.cpm
1,NewQuery+Click1-5,2839690,87,hsn
1,NewQuery+Click1-5+Click6-10+Click1-5+Click1-5+Click6-10+Click11+,4929123,0,htlm space
1,NewQuery,1840784,142,hcso
1,NewQuery+Click1-5,15965219,9,xnxx
1,NewQuery+Click1-5,987076,7,htpps
1,NewQuery+Click1-5+NewQuery+Click1-5,12043545,16,hdis
1,NewQuery+Click1-5+Click6-10+NextPage+Click11++NewQuery+RefinedQuery+Click1-5+NextPage+Click11++Click11++NewQuery+Click6-10+NextPage+Click11+,6918326,1,htpp
1,NewQuery+NewQuery+Click1-5,4253773,17,alsop review
1,NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+Click6-10,10018905,12,hsd
1,NewQuery+NextPage,7880358,11,p
1,NewQuery+Click1-5+Click1-5,2583614,78,myaandp
1,NewQuery+Click1-5+RefinedQuery+Click1-5+Click1-5+NewQuery+Click1-5,7205911,14,myp
1,NewQuery,20449531,2,ht3outdoors
1,NewQuery+NextPage+Click11++Click11+,322116,25,hb 7
1,NewQuery+NewQuery,5740745,7,hcbe
1,NewQuery+Click1-5,10211982,9,ahttp
1,NewQuery+NewQuery+Click1-5,5740745,31,hcbe
1,NewQuery+RefinedQuery+Click6-10+NewQuery+Click1-5,833687,10,xpeeps
clusterId,sequences,userId,sessionNum,initialQuery
1,NewQuery+Click1-5,1928425,6,members.kp.org
1,NewQuery+Click1-5,11919657,7,cnumc.org
1,NewQuery+NewQuery+Click1-5+Click1-5,11709543,27,scisa.org
1,NewQuery+Click1-5+NewQuery+NewQuery+Click1-5+RefinedQuery+Click1-5+NewQuery+Click1-5+Click1-5,2832063,11,kappaalphatheta.org
1,NewQuery+NextPage,8369340,6,here is the link http
1,NewQuery,6646792,2,amhfcu.org
1,NewQuery+Click1-5,1029536,44,admin gifford.org
1,NewQuery,3338523,33,nmstudentloans.or
1,NewQuery+Click1-5,1174434,1,chsco.org
1,NewQuery+Click1-5+Click1-5+NewQuery+Click1-5+Click1-5+Click6-10,20591636,7,webpage.1199nbf.org
1,NewQuery+Click1-5+Click6-10+Click6-10,6456470,47,aedefcu.org
1,NewQuery+Click1-5,21316414,4,bwcumc.org
1,NewQuery+Click1-5+NewQuery+Click1-5+NewQuery+Click1-5,8490724,6,deltasigmatheta.org
1,NewQuery+Click1-5,21458828,0,inova.org
1,NewQuery,9388641,18,thelema.oto-usa.org
1,NewQuery+Click1-5+Click6-10+Click11++NextPage+Click11++NewQuery+Click1-5+Click1-5+Click1-5,3530336,19,ww.ibaby.org
1,NewQuery+NextPage+NewQuery+Click1-5,1802894,17,unesco
1,NewQuery+Click1-5,20427004,0,wwfmfcu.org
1,NewQuery+Click1-5+Click6-10+Click1-5+Click1-5+Click6-10+Click11+,6445838,63,.iberia.lib.la.us
1,NewQuery,7667205,6,gapacefcu.org
1,NewQuery+Click1-5,10599929,28,bcps.org
1,NewQuery+Click1-5,10693977,6,ussavingsbond.org
1,NewQuery+Click1-5+NewQuery+Click1-5,11807571,1,mdroot.thinkport.org
1,NewQuery+Click1-5+Click6-10+NextPage+Click11++NewQuery+RefinedQuery+Click1-5+NextPage+Click11++Click11++NewQuery+Click6-10+NextPage+Click11+,16381003,7,sfecfcu.org
1,NewQuery+NewQuery+Click1-5,10334377,4,jusa.org
1,NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+Click6-10,5848991,12,...oko.org.uk
1,NewQuery+NextPage,11613927,3,wddoa.org
1,NewQuery+Click1-5+Click1-5,16318989,5,bbrown hcz.org
1,NewQuery+Click1-5+RefinedQuery+Click1-5+Click1-5+NewQuery+Click1-5,11297683,13,oascentral.cciads.us
1,NewQuery,6590302,12,manchestertwp.org
1,NewQuery+NextPage+Click11++Click11+,4834344,17,...oko.org.uk
1,NewQuery+NewQuery,16809393,1,incol.org
1,NewQuery+Click1-5,8539162,2,pantherfb.org
1,NewQuery+NewQuery+Click1-5,5309429,41,becu.org
clusterId,sequences,userId,sessionNum,initialQuery
1,NewQuery+Click1-5,13804713,1,seenname
1,NewQuery+Click1-5,8517750,0,keyword
1,NewQuery+NewQuery+Click1-5+Click1-5,7613094,8,screen names
1,NewQuery+Click1-5+NewQuery+NewQuery+Click1-5+RefinedQuery+Click1-5+NewQuery+Click1-5+Click1-5,160552,4,me
1,NewQuery+NextPage,15580590,1,names
1,NewQuery,11489499,4,change password
1,NewQuery+Click1-5,5955247,4,screen names
1,NewQuery,1147910,0,email names
1,NewQuery+Click1-5,4790688,5,change store password
1,NewQuery+Click1-5+Click1-5+NewQuery+Click1-5+Click1-5+Click6-10,15727898,0,add name
1,NewQuery+Click1-5+Click6-10+Click6-10,2107878,3,screen name
1,NewQuery+Click1-5,3179199,85,change font
1,NewQuery+Click1-5+NewQuery+Click1-5+NewQuery+Click1-5,24030485,1,user accounts
1,NewQuery+Click1-5,14689459,0,screen name service log in
1,NewQuery,22983596,9,names
1,NewQuery+Click1-5+Click6-10+Click11++NextPage+Click11++NewQuery+Click1-5+Click1-5+Click1-5,6440986,2,kay name
1,NewQuery+NextPage+NewQuery+Click1-5,6234242,7,name change
1,NewQuery+Click1-5,8897396,19,changing password
1,NewQuery+Click1-5+Click6-10+Click1-5+Click1-5+Click6-10+Click11+,1957452,42,change e-mail address
1,NewQuery,7732832,1,screen name
1,NewQuery+Click1-5,7986310,4,password
1,NewQuery+Click1-5,6327098,0,http breakthechain.org
1,NewQuery+Click1-5+NewQuery+Click1-5,9931755,4,create a screen name
1,NewQuery+Click1-5+Click6-10+NextPage+Click11++NewQuery+RefinedQuery+Click1-5+NextPage+Click11++Click11++NewQuery+Click6-10+NextPage+Click11+,4730486,6,create new screen name
1,NewQuery+NewQuery+Click1-5,17577248,16,screen names
1,NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+Click6-10,18835961,1,screen names
1,NewQuery+NextPage,4614369,18,switch screen name
1,NewQuery+Click1-5+Click1-5,9307695,1,passwords
1,NewQuery+Click1-5+RefinedQuery+Click1-5+Click1-5+NewQuery+Click1-5,11264922,6,mt account
1,NewQuery,2400915,60,trust issues
1,NewQuery+NextPage+Click11++Click11+,5305357,24,password
1,NewQuery+NewQuery,7608864,35,runescape name and passwords
clusterId,sequences,userId,sessionNum,initialQuery
1,NewQuery+Click1-5,16357460,2,medicare.gov - the official u.s. government site for people with medicare
1,NewQuery+Click1-5,1156438,15,sign up for social security
1,NewQuery+NewQuery+Click1-5+Click1-5,7874529,4,medicare
1,NewQuery+Click1-5+NewQuery+NewQuery+Click1-5+RefinedQuery+Click1-5+NewQuery+Click1-5+Click1-5,300015,28,health insurance
1,NewQuery+NextPage,3339923,1,general accounting office
1,NewQuery,4353694,3,allstate auto insurance
1,NewQuery+Click1-5,5060550,4,kaiser permanente
1,NewQuery,12738474,13,farmers insurance
1,NewQuery+Click1-5,1774225,12,safeco insurance
1,NewQuery+Click1-5+Click1-5+NewQuery+Click1-5+Click1-5+Click6-10,1152705,0,lost disability payments jefferson pilot
1,NewQuery+Click1-5+Click6-10+Click6-10,2784836,27,new york city insurance companies offering medicare drug plans
1,NewQuery+Click1-5,571648,62,pennsylvania department of insurance
1,NewQuery+Click1-5+NewQuery+Click1-5+NewQuery+Click1-5,7375866,7,auto insurance
1,NewQuery+Click1-5,2535008,95,disablity
1,NewQuery,2022078,2,blue cross and blue shield
1,NewQuery+Click1-5+Click6-10+Click11++NextPage+Click11++NewQuery+Click1-5+Click1-5+Click1-5,4359145,5,uniden insurance
1,NewQuery+NextPage+NewQuery+Click1-5,8830234,23,medicare part d
1,NewQuery+Click1-5,6613031,7,safe auto insurance
1,NewQuery+Click1-5+Click6-10+Click1-5+Click1-5+Click6-10+Click11+,7024426,1,health insurance florida
1,NewQuery,14660086,10,affordable health plans
1,NewQuery+Click1-5,13960502,2,national warranty
1,NewQuery+Click1-5,11534104,1,statefarminsurance kulpsville pa
1,NewQuery+Click1-5+NewQuery+Click1-5,6115400,13,medicare fraud
1,NewQuery+Click1-5+Click6-10+NextPage+Click11++NewQuery+RefinedQuery+Click1-5+NextPage+Click11++Click11++NewQuery+Click6-10+NextPage+Click11+,6971674,17,kim anderson purses
1,NewQuery+NewQuery+Click1-5,15067424,0,sr-22 insurance
1,NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+Click6-10,6630312,14,state farm
1,NewQuery+NextPage,6154533,13,insurance companies
1,NewQuery+Click1-5+Click1-5,374937,7,state farm
1,NewQuery+Click1-5+RefinedQuery+Click1-5+Click1-5+NewQuery+Click1-5,689422,16,public employees retirement system
1,NewQuery,3273829,2,askjeeves
1,NewQuery+NextPage+Click11++Click11+,3008345,29,division of health care finance and policy
1,NewQuery+NewQuery,3275806,8,new jersey cure auto insurance
clusterId,sequences,userId,sessionNum,initialQuery
1,NewQuery+Click1-5,3690843,0,ww.gr
1,NewQuery+Click1-5,4462390,56,wvssac
1,NewQuery+NewQuery+Click1-5+Click1-5,1016354,18,wowtgp
1,NewQuery+Click1-5+NewQuery+NewQuery+Click1-5+RefinedQuery+Click1-5+NewQuery+Click1-5+Click1-5,1918935,4,w.e
1,NewQuery+NextPage,8042757,18,wtov
1,NewQuery,13359245,15,ww
1,NewQuery+Click1-5,104396,69,wthr
1,NewQuery,3515393,68,wouldyouhitthis
1,NewQuery+Click1-5,11597025,0,wfie
1,NewQuery+Click1-5+Click1-5+NewQuery+Click1-5+Click1-5+Click6-10,10120553,8,ww
1,NewQuery+Click1-5+Click6-10+Click6-10,1016354,34,wowtgp
1,NewQuery+Click1-5,5883598,9,w
1,NewQuery+Click1-5+NewQuery+Click1-5+NewQuery+Click1-5,2184247,192,1010wins
1,NewQuery+Click1-5,9497912,5,wto
1,NewQuery,1855164,20,whsv
1,NewQuery+Click1-5+Click6-10+Click11++NextPage+Click11++NewQuery+Click1-5+Click1-5+Click1-5,13424332,9,wwamu
1,NewQuery+NextPage+NewQuery+Click1-5,17798287,41,wfboom
1,NewQuery+Click1-5,3042199,1,ww.r
1,NewQuery+Click1-5+Click6-10+Click1-5+Click1-5+Click6-10+Click11+,11508750,3,w.yah
1,NewQuery,8977378,22,wivk
1,NewQuery+Click1-5,178258,48,wse
1,NewQuery+Click1-5,4004357,65,weath
1,NewQuery+Click1-5+NewQuery+Click1-5,646134,58,wlbutler
1,NewQuery+Click1-5+Click6-10+NextPage+Click11++NewQuery+RefinedQuery+Click1-5+NextPage+Click11++Click11++NewQuery+Click6-10+NextPage+Click11+,3078018,20,wyboo
1,NewQuery+NewQuery+Click1-5,1781341,343,wuwm
1,NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+Click6-10,5891477,11,wow money for sale real cheap
1,NewQuery+NextPage,4518728,4,ww.go
1,NewQuery+Click1-5+Click1-5,4115144,6,wkufnd
1,NewQuery+Click1-5+RefinedQuery+Click1-5+Click1-5+NewQuery+Click1-5,17124075,0,mwave
1,NewQuery,2815747,8,wwmt
1,NewQuery+NextPage+Click11++Click11+,2184247,41,1010wins
1,NewQuery+NewQuery,2403046,7,wtop
clusterId,sequences,userId,sessionNum,initialQuery
1,NewQuery+Click1-5,5393322,2,smoaky
1,NewQuery+Click1-5,1236731,15,map quest
1,NewQuery+NewQuery+Click1-5+Click1-5,6413378,13,adventure quest
